UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,LATITUD,LONGITUD
040116,SABANDIA,AREQUIPA,AREQUIPA,-16.45267334,-71.4949646
120702,ACOBAMBA,TARMA,JUNÍN,-11.34506432,-75.66756651
150602,ATAVILLOS ALTO,HUARAL,LIMA,-11.23420525,-76.65596771
140118,POMALCA,CHICLAYO,LAMBAYEQUE,-6.76494542,-79.76658214
151028,TANTA,YAUYOS,LIMA,-12.12164783,-76.0136795
100902,CODO DEL POZUZO,PUERTO INCA,HUÁNUCO,-9.652570724,-75.37736893
151008,CATAHUASI,YAUYOS,LIMA,-12.79965496,-75.89183807
030104,CURAHUASI,ABANCAY,APURÍMAC,-13.55146511,-72.72444344
150406,SAN BUENAVENTURA,CANTA,LIMA,-11.45119019,-76.62172394
081206,CUSIPATA,QUISPICANCHI,CUSCO,-13.88902311,-71.49817734
120135,SANTO DOMINGO DE ACOBAMBA,HUANCAYO,JUNÍN,-11.83125298,-74.77303197
200407,SAN JUAN DE BIGOTE,MORROPON,PIURA,-5.314387242,-79.76966349
090115,PILCHACA,HUANCAVELICA,HUANCAVELICA,-12.40758705,-75.07238388
150716,SAN ANTONIO,HUAROCHIRI,LIMA,-11.91143608,-76.94803619
010308,RECTA,BONGARA,AMAZONAS,-5.946321487,-77.75901031
010121,SONCHE,CHACHAPOYAS,AMAZONAS,-6.219130039,-77.77510071
101002,BAÑOS,LAURICOCHA,HUÁNUCO,-10.092243,-76.73935394
021604,QUINUABAMBA,POMABAMBA,ANCASH,-8.697932053,-77.39317118
200806,RINCONADA LLICUAR,SECHURA,PIURA,-5.470736384,-80.77263451
200109,LA ARENA,PIURA,PIURA,-5.331527459,-80.71892548
020605,ATAQUERO,CARHUAZ,ANCASH,-9.267046111,-77.70497894
050808,SAN JAVIER DE ALPABAMBA,PAUCAR DEL SARA SARA,AYACUCHO,-15.05416489,-73.31047058
081009,YAURISQUE,PARURO,CUSCO,-13.6536274,-71.92290497
030501,TAMBOBAMBA,COTABAMBAS,APURÍMAC,-13.89725304,-72.15538025
120301,CHANCHAMAYO,CHANCHAMAYO,JUNÍN,-11.01618703,-75.32442093
080703,CHAMACA,CHUMBIVILCAS,CUSCO,-14.38301659,-71.82856954
210306,CRUCERO,CARABAYA,PUNO,-14.33496288,-70.02034529
010704,EL MILAGRO,UTCUBAMBA,AMAZONAS,-5.711835543,-78.59490458
020510,HUAYLLACAYAN,BOLOGNESI,ANCASH,-10.23638821,-77.44320594
080910,PICHARI,LA CONVENCION,CUSCO,-12.4909935,-73.83797879
081003,CCAPI,PARURO,CUSCO,-13.86434507,-72.0136261
221002,NUEVO PROGRESO,TOCACHE,SAN MARTÍN,-8.549942255,-76.26639843
150714,RICARDO PALMA,HUAROCHIRI,LIMA,-11.92408562,-76.64711761
110405,TIBILLO,PALPA,ICA,-14.09299088,-75.17286682
090717,SURCUBAMBA,TAYACAJA,HUANCAVELICA,-12.11169235,-74.6355289
051106,INDEPENDENCIA,VILCAS HUAMAN,AYACUCHO,-13.87688269,-73.87999071
150515,SANTA CRUZ DE FLORES,CAÑETE,LIMA,-12.59992373,-76.65812111
150728,SANTA EULALIA,HUAROCHIRI,LIMA,-11.89144675,-76.65424093
050803,CORCULLA,PAUCAR DEL SARA SARA,AYACUCHO,-15.25185823,-73.21316338
151021,MIRAFLORES,YAUYOS,LIMA,-12.27417088,-75.85024261
040107,JACOBO HUNTER,AREQUIPA,AREQUIPA,-16.44693947,-71.55567932
051007,COLCA,VICTOR FAJARDO,AYACUCHO,-13.71264076,-74.03439331
151019,LINCHA,YAUYOS,LIMA,-12.79968357,-75.66642761
100403,COCHABAMBA,HUACAYBAMBA,HUÁNUCO,-9.094055176,-76.82413483
221003,POLVORA,TOCACHE,SAN MARTÍN,-8.024431449,-76.62890977
050203,LOS MOROCHUCOS,CANGALLO,AYACUCHO,-13.53950101,-74.18808842
021011,PONTO,HUARI,ANCASH,-9.329941432,-76.99396769
210310,USICAYOS,CARABAYA,PUNO,-14.12342389,-69.94668579
021210,YURACMARCA,HUAYLAS,ANCASH,-8.758871396,-77.80532074
060307,MIGUEL IGLESIAS,CELENDIN,CAJAMARCA,-6.67871964,-78.24513245
160602,INAHUAYA,UCAYALI,LORETO,-7.08158493,-75.22780991
150104,BARRANCO,LIMA,LIMA,-12.14959908,-77.02474213
022004,MATACOTO,YUNGAY,ANCASH,-9.180298593,-77.75152673
100307,CHUQUIS,DOS DE MAYO,HUÁNUCO,-9.663657546,-76.69727826
230109,SAMA,TACNA,TACNA,-18.0117116,-70.65529919
200206,PACAIPAMPA,AYABACA,PIURA,-4.977111853,-79.6717142
130901,HUAMACHUCO,SANCHEZ CARRION,LA LIBERTAD,-7.801775394,-78.02046548
080705,LIVITACA,CHUMBIVILCAS,CUSCO,-14.37100163,-71.65171051
151023,PUTINZA,YAUYOS,LIMA,-12.66828823,-75.94944763
061308,SAUCEPAMPA,SANTA CRUZ,CAJAMARCA,-6.681337833,-78.8866806
130302,BAMBAMARCA,BOLIVAR,LA LIBERTAD,-7.441461086,-77.69480133
150504,CERRO AZUL,CAÑETE,LIMA,-12.99623044,-76.48145612
090114,PALCA,HUANCAVELICA,HUANCAVELICA,-12.66360687,-74.97384618
220604,PACHIZA,MARISCAL CACERES,SAN MARTÍN,-7.289594787,-76.79665484
022001,YUNGAY,YUNGAY,ANCASH,-9.13832704,-77.73640363
210501,ILAVE,EL COLLAO,PUNO,-16.12581476,-69.64507926
190110,TICLACAYAN,PASCO,PASCO,-10.5635453,-76.13988671
050502,ANCO,LA MAR,AYACUCHO,-13.02483749,-73.65667852
220913,SAUCE,SAN MARTÍN,SAN MARTÍN,-6.698778629,-76.21750895
021506,LACABAMBA,PALLASCA,ANCASH,-8.258423805,-77.89611053
090705,COLCABAMBA,TAYACAJA,HUANCAVELICA,-12.40194287,-74.69001498
100101,HUÁNUCO,HUÁNUCO,HUÁNUCO,-9.898016853,-76.24930328
080402,COYA,CALCA,CUSCO,-13.40226798,-71.90010556
040608,YANAQUIHUA,CONDESUYOS,AREQUIPA,-15.74686704,-72.9494291
090710,ÑAHUIMPUQUIO,TAYACAJA,HUANCAVELICA,-12.32449961,-75.07333755
150720,SAN JUAN DE TANTARANCHE,HUAROCHIRI,LIMA,-12.11347008,-76.18254852
200602,BELLAVISTA,SULLANA,PIURA,-4.888760567,-80.67637634
090612,SAN ISIDRO,HUAYTARA,HUANCAVELICA,-13.95720959,-75.24002075
090501,CHURCAMPA,CHURCAMPA,HUANCAVELICA,-12.75394528,-74.3832234
010115,MONTEVIDEO,CHACHAPOYAS,AMAZONAS,-6.626233101,-77.79276886
130807,ONGON,PATAZ,LA LIBERTAD,-8.168911934,-76.96640015
020801,CASMA,CASMA,ANCASH,-9.46087265,-78.31467438
120201,CONCEPCION,CONCEPCION,JUNÍN,-11.90793174,-75.31312997
100904,TOURNAVISTA,PUERTO INCA,HUÁNUCO,-8.936086337,-74.82889048
040129,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,-16.43457031,-71.51751709
140201,FERREÑAFE,FERREÑAFE,LAMBAYEQUE,-6.619813347,-79.78938484
110105,PACHACUTEC,ICA,ICA,-14.1600554,-75.67903233
110108,SALAS,ICA,ICA,-13.91761527,-75.9165101
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,-12.79180384,-74.93290377
190206,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO,-10.48126011,-76.32648621
230203,CAMILACA,CANDARAVE,TACNA,-17.2879467,-70.40601921
040128,YURA,AREQUIPA,AREQUIPA,-16.22446594,-71.61278076
040504,CALLALLI,CAYLLOMA,AREQUIPA,-15.50729561,-71.44354248
090311,SANTO TOMAS DE PATA,ANGARAES,HUANCAVELICA,-13.11374855,-74.4235611
030709,SAN ANTONIO,GRAU,APURÍMAC,-14.1696682,-72.62304688
200210,SUYO,AYABACA,PIURA,-4.514059067,-79.96037384
160112,BELEN,MAYNAS,LORETO,-3.769276251,-73.23523013
190108,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO,-10.55035782,-76.21807241
180103,CUCHUMBAYA,MARISCAL NIETO,MOQUEGUA,-16.75521278,-70.70017242
010205,IMAZA,BAGUA,AMAZONAS,-5.018767643,-78.3144455
100603,HERMILIO VALDIZAN,LEONCIO PRADO,HUÁNUCO,-9.158470018,-75.82137626
150808,PACCHO,HUAURA,LIMA,-10.95786142,-76.94326401
080203,ACOS,ACOMAYO,CUSCO,-13.9384449,-71.72688293
010505,CONILA,LUYA,AMAZONAS,-6.159256935,-78.14202881
130605,HUARANCHAL,OTUZCO,LA LIBERTAD,-7.710122363,-78.46070506
210709,SANTA LUCIA,LAMPA,PUNO,-15.69953304,-70.63996294
100204,CONCHAMARCA,AMBO,HUÁNUCO,-10.04863578,-76.23004675
050106,OCROS,HUAMANGA,AYACUCHO,-13.42009576,-73.9264094
090304,CCOCHACCASA,ANGARAES,HUANCAVELICA,-12.92669487,-74.78046163
240201,ZORRITOS,CONTRALMIRANTE VILLAR,TUMBES,-3.68680199,-80.68441772
050618,SAN PEDRO DE PALCO,LUCANAS,AYACUCHO,-14.39742708,-74.6195755
151018,LARAOS,YAUYOS,LIMA,-12.34793091,-75.78671265
140112,PIMENTEL,CHICLAYO,LAMBAYEQUE,-6.795802999,-79.8942131
140310,SALAS,LAMBAYEQUE,LAMBAYEQUE,-6.243088414,-79.58954127
060702,CHUGUR,HUALGAYOC,CAJAMARCA,-6.669491212,-78.71934764
060905,NAMBALLE,SAN IGNACIO,CAJAMARCA,-5.072796643,-79.19164562
120607,RIO NEGRO,SATIPO,JUNÍN,-11.16075773,-74.6733242
040514,SAN ANTONIO DE CHUCA,CAYLLOMA,AREQUIPA,-15.87022305,-71.15375137
160110,TORRES CAUSANA,MAYNAS,LORETO,-1.286996961,-74.90158463
210804,LLALLI,MELGAR,PUNO,-14.9476347,-70.88034821
061305,LA ESPERANZA,SANTA CRUZ,CAJAMARCA,-6.641823422,-78.83762082
080603,COMBAPATA,CANCHIS,CUSCO,-14.08463128,-71.38799286
230303,ITE,JORGE BASADRE,TACNA,-17.80624494,-70.9387755
050115,JESUS NAZARENO,HUAMANGA,AYACUCHO,-13.13776398,-74.21422259
170303,TAHUAMANU,TAHUAMANU,MADRE DE DIOS,-11.55671358,-69.27851105
120502,CARHUAMAYO,JUNÍN,JUNÍN,-10.92908169,-76.0723877
150129,SAN BARTOLO,LIMA,LIMA,-12.38234782,-76.77150917
021408,SAN CRISTOBAL DE RAJAN,OCROS,ANCASH,-10.38610935,-77.21938324
100102,AMARILIS,HUÁNUCO,HUÁNUCO,-9.9339594,-76.21342872
080606,SAN PABLO,CANCHIS,CUSCO,-14.1829277,-71.2633812
050609,LEONCIO PRADO,LUCANAS,AYACUCHO,-14.75419784,-74.66680908
080305,HUAROCONDO,ANTA,CUSCO,-13.40157617,-72.20599784
180210,UBINAS,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.38616943,-70.8571167
221001,TOCACHE,TOCACHE,SAN MARTÍN,-8.180403173,-76.52930641
020515,TICLLOS,BOLOGNESI,ANCASH,-10.23057709,-77.18888245
030711,TURPAY,GRAU,APURÍMAC,-14.22794056,-72.62226868
200402,BUENOS AIRES,MORROPON,PIURA,-5.234137925,-79.97827981
020402,ACOCHACA,ASUNCION,ANCASH,-9.102821032,-77.38044554
190109,SIMON BOLIVAR,PASCO,PASCO,-10.72101325,-76.33466905
210503,PILCUYO,EL COLLAO,PUNO,-16.12311148,-69.52010146
190105,NINACACA,PASCO,PASCO,-10.8305436,-76.09196819
210403,HUACULLANI,CHUCUITO,PUNO,-16.57173252,-69.36961365
101007,SAN MIGUEL DE CAURI,LAURICOCHA,HUÁNUCO,-10.31515312,-76.68815308
160508,SOPLIN,REQUENA,LORETO,-6.005060673,-73.69120789
060108,LOS BAÑOS DEL INCA,CAJAMARCA,CAJAMARCA,-7.134971757,-78.47207682
090109,LARIA,HUANCAVELICA,HUANCAVELICA,-12.55459293,-75.04722087
040123,TIABAYA,AREQUIPA,AREQUIPA,-16.43562022,-71.59897267
010101,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS,-6.251183033,-77.88175117
120904,HUACHAC,CHUPACA,JUNÍN,-12.03293678,-75.35168675
120701,TARMA,TARMA,JUNÍN,-11.41952163,-75.70436096
090116,VILCA,HUANCAVELICA,HUANCAVELICA,-12.47865963,-75.18691254
040508,HUANCA,CAYLLOMA,AREQUIPA,-16.03286934,-71.87793732
130301,BOLIVAR,BOLIVAR,LA LIBERTAD,-7.15473032,-77.70448303
030304,JUAN ESPINOZA MEDRANO,ANTABAMBA,APURÍMAC,-14.42381001,-72.91679382
060408,CONCHAN,CHOTA,CAJAMARCA,-6.453770161,-78.63775503
030605,OCOBAMBA,CHINCHEROS,APURÍMAC,-13.51479607,-73.52989502
030409,LUCRE,AYMARAES,APURÍMAC,-13.95033789,-73.23809433
021015,SAN PEDRO DE CHANA,HUARI,ANCASH,-9.482297421,-77.00891749
150906,PACHANGARA,OYON,LIMA,-10.82333231,-76.82237244
150132,SAN JUAN DE LURIGANCHO,LIMA,LIMA,-12.02449894,-77.00263977
090606,OCOYO,HUAYTARA,HUANCAVELICA,-14.01225527,-74.96825059
220904,CHAZUTA,SAN MARTÍN,SAN MARTÍN,-6.574453379,-76.09427563
020109,PAMPAS,HUARAZ,ANCASH,-9.635875463,-77.83973885
110501,PISCO,PISCO,ICA,-13.69855613,-76.189466
150135,SAN MARTÍN DE PORRES,LIMA,LIMA,-12.03038025,-77.04701233
210706,PALCA,LAMPA,PUNO,-15.23883152,-70.57915497
040106,CHIGUATA,AREQUIPA,AREQUIPA,-16.4025383,-71.3939209
211005,SINA,SAN ANTONIO DE PUTINA,PUNO,-14.49673176,-69.27938843
110107,PUEBLO NUEVO,ICA,ICA,-14.12417283,-75.6998427
060502,CHILETE,CONTUMAZA,CAJAMARCA,-7.25189937,-78.82603505
210303,AYAPATA,CARABAYA,PUNO,-13.74025263,-70.32287598
160505,MAQUIA,REQUENA,LORETO,-5.768595139,-74.59875107
051012,VILCANCHOS,VICTOR FAJARDO,AYACUCHO,-13.61378447,-74.51910718
090603,CORDOVA,HUAYTARA,HUANCAVELICA,-13.99893665,-75.13951492
021907,QUICHES,SIHUAS,ANCASH,-8.392878723,-77.51174774
010201,BAGUA,BAGUA,AMAZONAS,-5.626817431,-78.49704306
220802,AWAJUN,RIOJA,SAN MARTÍN,-5.799156401,-77.39257219
160101,IQUITOS,MAYNAS,LORETO,-3.766208119,-73.35514662
080309,ZURITE,ANTA,CUSCO,-13.47397505,-72.24211884
130602,AGALLPAMPA,OTUZCO,LA LIBERTAD,-7.966463357,-78.50424528
050902,BELEN,SUCRE,AYACUCHO,-13.80972004,-73.75798798
100404,PINRA,HUACAYBAMBA,HUÁNUCO,-8.938013395,-77.03470612
120414,LLOCLLAPAMPA,JAUJA,JUNÍN,-11.81894875,-75.62619019
220808,YORONGOS,RIOJA,SAN MARTÍN,-6.13997736,-77.13986053
090507,PAUCARBAMBA,CHURCAMPA,HUANCAVELICA,-12.55235806,-74.53391266
130805,HUAYLILLAS,PATAZ,LA LIBERTAD,-8.208880067,-77.31709099
030201,ANDAHUAYLAS,ANDAHUAYLAS,APURÍMAC,-13.69647952,-73.39354388
200501,PAITA,PAITA,PIURA,-5.18926363,-81.12922363
211210,SAN PEDRO DE PUTINA PUNCO,SANDIA,PUNO,-14.06351876,-68.97389412
230405,SITAJARA,TARATA,TACNA,-17.38730621,-70.12337494
200409,SANTO DOMINGO,MORROPON,PIURA,-5.019978364,-79.86866506
020304,CHINGAS,ANTONIO RAYMONDI,ANCASH,-9.125803581,-77.01192122
060703,HUALGAYOC,HUALGAYOC,CAJAMARCA,-6.745455041,-78.60736937
010105,CHILIQUIN,CHACHAPOYAS,AMAZONAS,-6.073469957,-77.77877299
140117,PATAPO,CHICLAYO,LAMBAYEQUE,-6.7388207,-79.60375155
130502,CALAMARCA,JULCAN,LA LIBERTAD,-8.139234861,-78.38065592
120605,PAMPA HERMOSA,SATIPO,JUNÍN,-11.36579151,-74.75769653
230205,HUANUARA,CANDARAVE,TACNA,-17.32675044,-70.33855693
150124,PUCUSANA,LIMA,LIMA,-12.462957,-76.78644791
040108,LA JOYA,AREQUIPA,AREQUIPA,-16.53717436,-71.8419184
090409,MOLLEPAMPA,CASTROVIRREYNA,HUANCAVELICA,-13.30550134,-75.4202652
080909,VILCABAMBA,LA CONVENCION,CUSCO,-13.05131425,-72.96329699
090303,CALLANMARCA,ANGARAES,HUANCAVELICA,-12.88983212,-74.6311203
050104,CARMEN ALTO,HUAMANGA,AYACUCHO,-13.17635632,-74.22559357
090412,TANTARA,CASTROVIRREYNA,HUANCAVELICA,-13.07424068,-75.64550018
060104,COSPAN,CAJAMARCA,CAJAMARCA,-7.438993772,-78.50772858
160302,PARINARI,LORETO,LORETO,-4.624797412,-74.3884855
090703,ACRAQUIA,TAYACAJA,HUANCAVELICA,-12.39889921,-74.9216908
061003,EDUARDO VILLANUEVA,SAN MARCOS,CAJAMARCA,-7.455127001,-78.14942837
100201,AMBO,AMBO,HUÁNUCO,-10.12925885,-76.19010389
081106,KOSÑIPATA,PAUCARTAMBO,CUSCO,-12.98929071,-71.39337285
200804,CRISTO NOS VALGA,SECHURA,PIURA,-5.495821476,-80.73971748
020803,COMANDANTE NOEL,CASMA,ANCASH,-9.43714538,-78.37110021
030601,CHINCHEROS,CHINCHEROS,APURÍMAC,-13.53194631,-73.7379837
060601,CUTERVO,CUTERVO,CAJAMARCA,-6.385787584,-78.84399274
061309,SEXI,SANTA CRUZ,CAJAMARCA,-6.563547532,-79.02312342
150203,PATIVILCA,BARRANCA,LIMA,-10.70265102,-77.77874088
021202,HUALLANCA,HUAYLAS,ANCASH,-8.773782492,-77.9255085
210305,CORANI,CARABAYA,PUNO,-13.88768355,-70.59680176
021905,CHINGALPO,SIHUAS,ANCASH,-8.3394804,-77.59941101
220206,SAN RAFAEL,BELLAVISTA,SAN MARTÍN,-7.019777565,-76.47852417
090306,CONGALLA,ANGARAES,HUANCAVELICA,-12.95710979,-74.54981052
080802,CONDOROMA,ESPINAR,CUSCO,-15.29105616,-71.14241982
140103,ETEN,CHICLAYO,LAMBAYEQUE,-6.90503033,-79.84975815
020512,MANGAS,BOLOGNESI,ANCASH,-10.36010933,-77.10990767
060808,PUCARA,JAEN,CAJAMARCA,-6.038758755,-79.11485726
210215,TIRAPATA,AZANGARO,PUNO,-14.95919156,-70.37532043
030401,CHALHUANCA,AYMARAES,APURÍMAC,-14.29855429,-73.23634286
060410,LAJAS,CHOTA,CAJAMARCA,-6.546735846,-78.73362758
150505,CHILCA,CAÑETE,LIMA,-12.50222713,-76.74290227
130403,PUEBLO NUEVO,CHEPEN,LA LIBERTAD,-7.205603361,-79.49537277
210104,ATUNCOLLA,PUNO,PUNO,-15.67894003,-70.14174143
090207,POMACOCHA,ACOBAMBA,HUANCAVELICA,-12.85862596,-74.52952685
040126,YANAHUARA,AREQUIPA,AREQUIPA,-16.39525986,-71.55413055
220701,PICOTA,PICOTA,SAN MARTÍN,-6.922444815,-76.32533334
200404,LA MATANZA,MORROPON,PIURA,-5.215334155,-80.1006331
040501,CHIVAY,CAYLLOMA,AREQUIPA,-15.6303872,-71.58992259
220907,HUIMBAYOC,SAN MARTÍN,SAN MARTÍN,-6.425174356,-75.77823257
081103,CHALLABAMBA,PAUCARTAMBO,CUSCO,-13.23010794,-71.63665517
120209,MARISCAL CASTILLA,CONCEPCION,JUNÍN,-11.61606979,-75.09417725
060411,LLAMA,CHOTA,CAJAMARCA,-6.554875374,-79.14549561
100205,HUACAR,AMBO,HUÁNUCO,-10.17757064,-76.24732971
120117,HUALHUAS,HUANCAYO,JUNÍN,-11.96898603,-75.25255203
120608,RIO TAMBO,SATIPO,JUNÍN,-11.14593813,-73.99343142
060107,LLACANORA,CAJAMARCA,CAJAMARCA,-7.193721839,-78.43672289
100606,MARIANO DAMASO BERAUN,LEONCIO PRADO,HUÁNUCO,-9.355823612,-75.95340652
050505,CHUNGUI,LA MAR,AYACUCHO,-13.18605518,-73.51942062
150514,SAN LUIS,CAÑETE,LIMA,-13.0436458,-76.42150029
021010,PAUCAS,HUARI,ANCASH,-9.151531724,-76.90886778
100505,JIRCAN,HUAMALIES,HUÁNUCO,-9.250411314,-76.71608196
060902,CHIRINOS,SAN IGNACIO,CAJAMARCA,-5.314303875,-78.88710954
060413,PACCHA,CHOTA,CAJAMARCA,-6.525083542,-78.39794769
230108,POCOLLAY,TACNA,TACNA,-17.98760382,-70.21348063
050509,SAMUGARI,LA MAR,AYACUCHO,-12.79381847,-73.65138435
080905,OCOBAMBA,LA CONVENCION,CUSCO,-12.8099054,-72.42137215
150810,SANTA MARIA,HUAURA,LIMA,-11.08565267,-77.56754303
120424,PANCAN,JAUJA,JUNÍN,-11.75588632,-75.49206543
021902,ACOBAMBA,SIHUAS,ANCASH,-8.320329984,-77.57542928
050708,UPAHUACHO,PARINACOCHAS,AYACUCHO,-14.87059053,-73.44638062
151007,CARANIA,YAUYOS,LIMA,-12.34438896,-75.87068176
110111,SANTIAGO,ICA,ICA,-14.22551034,-75.68864588
081301,URUBAMBA,URUBAMBA,CUSCO,-13.283063,-72.144278
061302,ANDABAMBA,SANTA CRUZ,CAJAMARCA,-6.662754854,-78.81275876
120213,ORCOTUNA,CONCEPCION,JUNÍN,-11.96177912,-75.31416321
150713,MARIATANA,HUAROCHIRI,LIMA,-12.23719215,-76.3258667
040704,ISLAY,ISLAY,AREQUIPA,-16.99984741,-72.09805298
120709,TAPO,TARMA,JUNÍN,-11.40831463,-75.55045905
110305,VISTA ALEGRE,NAZCA,ICA,-14.89630731,-74.93950907
130812,TAURIJA,PATAZ,LA LIBERTAD,-8.285010338,-77.42380778
150138,SANTA MARIA DEL MAR,LIMA,LIMA,-12.40703106,-76.77371597
150802,AMBAR,HUAURA,LIMA,-10.75636292,-77.2719574
050909,SAN SALVADOR DE QUIJE,SUCRE,AYACUCHO,-13.9705286,-73.73140717
220202,ALTO BIAVO,BELLAVISTA,SAN MARTÍN,-7.49287653,-76.38499146
250202,SEPAHUA,ATALAYA,UCAYALI,-11.12151647,-73.05612659
080403,LAMAY,CALCA,CUSCO,-13.34405216,-71.9015859
080911,INKAWASI,LA CONVENCION,CUSCO,-13.28527451,-73.29410553
051003,APONGO,VICTOR FAJARDO,AYACUCHO,-14.01485634,-73.93431091
131203,GUADALUPITO,VIRU,LA LIBERTAD,-8.809240341,-78.64125443
200104,CASTILLA,PIURA,PIURA,-5.11818924,-80.57196655
120805,MOROCOCHA,YAULI,JUNÍN,-11.59547833,-76.09701756
040509,ICHUPAMPA,CAYLLOMA,AREQUIPA,-15.64698855,-71.69337209
020907,YUPAN,CORONGO,ANCASH,-8.615263939,-77.96617889
150117,LOS OLIVOS,LIMA,LIMA,-11.98293877,-77.06958008
120106,CHICCHE,HUANCAYO,JUNÍN,-12.30169153,-75.32032394
150610,SANTA CRUZ DE ANDAMARCA,HUARAL,LIMA,-11.16776609,-76.62911987
050613,OTOCA,LUCANAS,AYACUCHO,-14.51438745,-74.69782511
061111,SAN SILVESTRE DE COCHAN,SAN MIGUEL,CAJAMARCA,-6.969765186,-78.77559771
090510,PACHAMARCA,CHURCAMPA,HUANCAVELICA,-12.51451921,-74.51956558
130705,SAN JOSE,PACASMAYO,LA LIBERTAD,-7.344844038,-79.43516575
180106,TORATA,MARISCAL NIETO,MOQUEGUA,-17.06535695,-70.80950962
110114,YAUCA DEL ROSARIO,ICA,ICA,-14.07916737,-75.43997955
151004,AYAVIRI,YAUYOS,LIMA,-12.38243294,-76.13722992
160603,PADRE MARQUEZ,UCAYALI,LORETO,-7.877267933,-74.87630615
050403,HUAMANGUILLA,HUANTA,AYACUCHO,-13.01721752,-74.15668583
080408,YANATILE,CALCA,CUSCO,-12.73809109,-72.199705
021707,PAMPAS CHICO,RECUAY,ANCASH,-10.14213753,-77.36914291
061112,TONGOD,SAN MIGUEL,CAJAMARCA,-6.743936857,-78.82565053
060612,SANTO DOMINGO DE LA CAPILLA,CUTERVO,CAJAMARCA,-6.237812621,-78.85394124
131104,SAYAPULLO,GRAN CHIMU,LA LIBERTAD,-7.580179294,-78.49298731
080506,PAMPAMARCA,CANAS,CUSCO,-14.12929167,-71.44502422
120707,PALCAMAYO,TARMA,JUNÍN,-11.29682854,-75.77696337
150729,SANTIAGO DE ANCHUCAYA,HUAROCHIRI,LIMA,-12.09546089,-76.23042297
210112,PLATERIA,PUNO,PUNO,-15.93117805,-69.8185185
060610,SAN LUIS DE LUCMA,CUTERVO,CAJAMARCA,-6.273770173,-78.60352834
060311,UTCO,CELENDIN,CAJAMARCA,-6.871576854,-78.08981105
040702,COCACHACRA,ISLAY,AREQUIPA,-17.05561161,-71.71902084
220404,PISCOYACU,HUALLAGA,SAN MARTÍN,-6.976921201,-76.76655769
150137,SANTA ANITA,LIMA,LIMA,-12.04350853,-76.98526764
230104,CIUDAD NUEVA,TACNA,TACNA,-17.97513771,-70.23852921
101001,JESUS,LAURICOCHA,HUÁNUCO,-10.07205137,-76.6623586
110502,HUANCANO,PISCO,ICA,-13.59972239,-75.60849762
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.132993802,-78.53947409
051108,VISCHONGO,VILCAS HUAMAN,AYACUCHO,-13.60587815,-73.99228232
030407,HUAYLLO,AYMARAES,APURÍMAC,-14.10728002,-73.25088692
090201,ACOBAMBA,ACOBAMBA,HUANCAVELICA,-12.83048431,-74.57419037
110506,SAN ANDRES,PISCO,ICA,-13.74013774,-76.175362
150119,LURIN,LIMA,LIMA,-12.27349079,-76.84958172
220201,BELLAVISTA,BELLAVISTA,SAN MARTÍN,-7.022615245,-76.59093059
021508,PALLASCA,PALLASCA,ANCASH,-8.294633627,-78.02538586
021809,NUEVO CHIMBOTE,SANTA,ANCASH,-9.131424308,-78.52632523
131005,MOLLEPATA,SANTIAGO DE CHUCO,LA LIBERTAD,-8.171290398,-77.95321655
030219,KAQUIABAMBA,ANDAHUAYLAS,APURÍMAC,-13.54214859,-73.28639221
050111,SANTIAGO DE PISCHA,HUAMANGA,AYACUCHO,-13.05200895,-74.34718323
050105,CHIARA,HUAMANGA,AYACUCHO,-13.43388128,-74.19892883
080607,SAN PEDRO,CANCHIS,CUSCO,-14.18421865,-71.33965874
160202,BALSAPUERTO,ALTO AMAZONAS,LORETO,-5.743264675,-76.54461956
010609,OMIA,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.445689551,-77.3521052
060109,MAGDALENA,CAJAMARCA,CAJAMARCA,-7.249719322,-78.63692665
210904,TILALI,MOHO,PUNO,-15.50954216,-69.35651849
220601,JUANJUI,MARISCAL CACERES,SAN MARTÍN,-7.179712631,-76.73376578
010503,COCABAMBA,LUYA,AMAZONAS,-6.634172153,-78.01167755
010116,OLLEROS,CHACHAPOYAS,AMAZONAS,-6.020827293,-77.68523407
151015,HUANGASCAR,YAUYOS,LIMA,-12.89960384,-75.83113098
080804,OCORURO,ESPINAR,CUSCO,-14.94407368,-71.20650482
081209,MARCAPATA,QUISPICANCHI,CUSCO,-13.52977276,-70.92548752
030217,TUMAY HUARACA,ANDAHUAYLAS,APURÍMAC,-14.05301857,-73.56603241
030706,MICAELA BASTIDAS,GRAU,APURÍMAC,-14.11522102,-72.61440277
110301,NAZCA,NAZCA,ICA,-14.82627613,-74.93761097
090301,LIRCAY,ANGARAES,HUANCAVELICA,-13.08130347,-74.71265132
110202,ALTO LARAN,CHINCHA,ICA,-13.45313553,-76.10175323
080306,LIMATAMBO,ANTA,CUSCO,-13.47868712,-72.44631195
